index_label,Ionization Potential,Electronegativity,Number of d electrons,ZIF or MOF Derived,Polymer Derived,Carbon Nanofiber/Nanotubes,Biomass or other Organic Derived,Main Transition Metal Content (wt. %),Nitrogen Cotent (wt. %),Metal-N Coordination Number (XAS),Pyridinic N Ratio,Pyrrolic N Ratio,Raman ID/IG Ratio,BET Surface Area (m2/g),Pyrolysis Temperature (°C),Pyrolysis Time (h),Rising Rate (°C min-1),Electrolyte Concentration (M),Catalyst Loading (mg cm-2),Nafion Membrane Thickness (μm),Carbon Paper/Glassy Carbon,Electrolyte pH,ovpCL
617,7.83,1.83,6,1,0,0,0,0.2,2.5,4.0,45.13388569,21.55679635,1.02,1156.6,1000,3.0,4.377526917,0.1,1.0,177.8,1,6.8,0
194,7.61,1.91,8,0,0,0,0,10.2,4.006305851,4.0,38.87367064,43.38543345,0.90784802,238.0,900,1.0,30.0,0.1,0.75,177.8,0,6.8,1
90,9.35,1.65,10,0,0,0,0,0.802576972,3.343683832,5.09298,39.51890034,35.3529699,0.61,796.4704091,1000,1.0,8.542872664,0.5,2.0,177.8,1,7.2,1
242,7.61,1.91,8,0,0,0,0,0.24,1.3,3.5,43.07692308,21.53846154,1.85339958,1564.0,850,2.0,10.0,0.5,2.0,177.8,1,7.2,1
418,0.0,0.0,0,0,0,0,0,0.0,3.00908,0.0,67.85163572,22.32775466,0.87,751.6779259,1000,1.0,8.101153998,0.1,0.4,177.8,1,6.8,2
589,0.0,0.0,0,1,0,0,0,0.0,2.03,0.0,16.55,35.44,1.188026372,779.3888711,1000,7.0,4.458864972,0.5,0.6,177.8,1,7.65,0
348,0.0,0.0,0,0,0,1,0,0.0,5.3,0.0,28.11320755,16.60377358,1.17,859.97,900,2.0,5.0,0.5,2.5,177.8,1,7.65,0
530,7.83,1.83,6,0,0,0,0,0.44,7.97,4.14,52.9,14.8,1.26,533.9821684,900,2.0,3.300419657,0.1,0.742135859,177.8,1,6.8,0
179,7.61,1.91,8,0,0,1,0,2.28,7.679501339,4.0,61.3,17.9,1.014154853,390.0718363,650,3.0,5.0,0.5,0.5,177.8,1,7.3,1
466,0.0,0.0,0,0,0,0,1,0.0,4.55,0.0,23.73626374,38.68131868,1.33,802.0,1000,2.0,5.0,0.1,0.2,177.8,0,6.8,0
309,7.61,1.91,8,1,0,0,0,5.51,7.817211967,3.79,52.2,21.2,1.027354606,882.3579746,1000,3.0,5.0,0.5,3.0,177.8,1,7.33,1
377,0.0,0.0,0,0,0,1,0,0.0,8.67,0.0,9.2,5.9,0.74,418.0,900,1.060083432,8.830871153,0.1,5.0,177.8,1,6.8,1
421,0.0,0.0,0,1,0,0,0,0.0,1.2,0.0,19.16666667,6.666666667,0.832,1188.0,1100,2.0,5.0,0.1,0.5,177.8,0,6.8,0
254,7.61,1.91,8,0,1,0,0,2.267041901,7.551594747,4.1,8.854891052,21.04775151,1.121643445,378.0,700,3.0,4.228338805,0.1,0.64773859,177.8,1,6.8,1
516,7.61,1.91,8,0,0,0,0,1.0,1.45,4.0,54.23719,15.32941,1.534502868,953.8692465,950,2.0,6.003049765,0.1,1.414,177.8,0,6.8,1
27,7.61,1.91,8,0,0,1,0,1.49,6.327286299,4.0,49.1,23.6,1.120982132,673.0,800,5.0,5.0,0.5,0.35,177.8,1,7.2,1
540,0.0,0.0,0,0,0,0,0,0.0,17.8,0.0,52.00232,22.44999,1.154804692,406.0,900,2.0,2.0,0.1,1.0,177.8,1,6.8,1
273,0.0,0.0,0,0,0,0,0,0.0,0.73113,0.0,26.35439324,9.747584602,2.6,309.0,900,3.0,3.417064776,0.5,0.589,177.8,0,7.5,2
305,8.3,2.2,10,0,0,0,1,2.95,6.736730952,3.5,42.12796898,9.335918565,1.118881966,414.8779231,900,2.0,3.0,0.5,0.2,177.8,1,7.2,0
449,0.0,0.0,0,0,1,0,0,0.0,4.54,0.0,32.37885463,6.167400881,0.979,1382.0,900,2.0,5.0,0.1,0.5,177.8,1,6.8,0
134,7.83,1.83,6,0,0,0,0,0.2,3.769611316,4.4,31.50900846,11.01142123,1.04,1014.0,1000,2.0,5.0,0.5,2.0,127.0,1,7.2,0
633,7.83,1.83,6,0,1,0,0,0.045597407,6.634422786,4.0,38.0,18.9,0.97,624.1757222,900,2.0,2.0,0.5,2.5,177.8,1,7.2,0
393,7.83,1.83,6,0,0,0,0,0.52,0.461817582,4.0,33.22709163,18.0876494,0.65,204.0,1000,1.0,20.0,0.5,0.5,177.8,0,7.3,0
510,0.0,0.0,0,0,0,0,0,0.0,5.163621961,0.0,33.23,32.31,1.03,1000.0,910,3.0,2.0,0.5,1.0,177.8,1,7.3,0
523,0.0,0.0,0,0,1,0,0,0.0,2.57687548,0.0,10.31427,37.26587,0.940804046,631.4001476,1100,2.0,5.0,0.5,0.372746153,177.8,1,6.8,0
238,7.4,1.55,5,0,1,0,0,5.0,6.22,3.0,38.68594834,29.66647162,1.137967718,345.0,900,3.0,5.064324325,0.1,0.785,177.8,0,6.8,0
497,7.83,1.83,6,0,0,0,0,1.948629971,2.311165779,4.0,74.01960784,11.2745098,0.931,160.0,800,2.0,2.0,0.1,2.0,177.8,1,6.8,1
204,7.83,1.83,6,0,1,0,0,1.616423984,3.706157115,4.0,29.5,10.0,1.046333642,365.9,950,0.167,10.0,0.1,1.0,127.0,0,6.8,0
388,7.69,1.9,10,1,0,0,0,1.4,6.394900491,4.0,46.83293657,36.57863706,0.983265349,653.9103078,1050,1.0,5.0,0.1,2.0,177.8,1,6.8,1
250,7.61,1.91,8,0,0,0,0,4.43,3.2,3.5,63.22647272,23.95245106,1.524454607,1564.0,650,2.0,10.0,1.0,2.0,177.8,1,13.8,0
470,7.61,1.91,8,0,0,1,0,4.943806424,12.26278941,4.0,47.78,16.73,0.94,310.6,700,2.0,2.0,0.5,0.2,177.8,0,7.3,1
372,0.0,0.0,0,0,0,0,1,0.0,21.4,0.0,61.0,0.0,1.181758692,144.0,850,1.0,3.0,0.1,0.5,127.0,1,6.8,0
428,0.0,0.0,0,1,0,0,0,0.0,12.42350061,0.0,53.44827586,51.51515152,1.12,740.0,700,4.0,2.0,0.1,4.0,177.8,1,7.2,2
18,7.61,1.91,8,0,0,0,0,0.14,6.47,4.0,39.5,7.2,1.05,445.0,800,5.0,2.0,0.5,0.255,177.8,0,7.2,1
222,9.35,1.65,10,0,0,0,0,0.1,0.56,4.0,60.71428571,7.142857143,3.11,1402.4,1000,1.0,8.94667927,0.5,1.0,177.8,1,7.2,0
373,0.0,0.0,0,0,0,0,1,0.0,14.1,0.0,72.0,0.0,1.103740847,197.0,950,1.0,3.0,0.1,0.5,127.0,1,6.8,0
527,0.0,0.0,0,0,0,0,0,0.0,1.11,0.0,19.8,1.8,1.0,925.1,1000,2.0,5.0,0.1,1.2,177.8,1,6.8,1
544,7.83,1.83,6,0,0,0,0,0.74,20.4,4.2,50.62483,13.84702,1.28,382.0,900,2.0,2.0,1.0,1.0,177.8,1,8.8,0
325,0.0,0.0,0,1,0,0,0,0.0,11.07004857,0.0,37.94021294,35.32964783,1.05,515.7913819,800,1.0,5.0,0.1,0.8,177.8,1,6.8,1
359,7.61,1.91,8,0,0,1,0,1.58,3.708867819,4.0,30.97460792,10.660941,2.94,1171.0,900,2.0,5.0,0.5,0.4,177.8,1,7.3,1
495,7.83,1.83,6,0,0,0,0,1.704145045,3.161637517,4.0,68.68327402,7.829181495,0.94,169.0,800,2.0,2.0,0.1,2.0,177.8,1,6.8,0
594,0.0,0.0,0,0,0,0,0,0.0,8.553881483,0.0,51.8317692,36.44768856,1.167390528,493.8120933,900,1.0,3.0,0.1,0.380964268,177.8,0,6.8,0
144,0.0,0.0,0,0,0,0,0,0.0,2.2,0.0,46.6,31.1,1.253591581,639.3289922,25,24.0,0.0,0.1,0.3,177.8,0,6.8,2
122,7.83,1.83,6,1,0,0,0,0.38,5.413578309,4.0,56.7,31.2,0.94,550.1995086,1000,1.0,9.316550049,0.5,0.5,177.8,0,7.2,0
457,0.0,0.0,0,0,0,1,0,0.0,2.8,0.0,31.80551191,25.94593499,0.62,727.1162977,850,1.302028925,8.90381144,0.1,0.5,50.0,1,6.8,2
114,7.61,1.91,8,0,0,0,1,0.41,6.19,4.0,42.85714286,22.36842105,1.1,691.4184748,900,2.0,5.294910496,0.5,1.0,177.8,1,7.2,1
503,7.83,1.83,6,0,0,1,0,0.98339719,3.173690932,12.0,48.24,15.14,1.23,469.6,850,2.0,3.0,0.5,0.3,177.8,0,7.3,1
52,7.83,1.83,6,0,0,0,0,0.4,3.770429861,4.0,24.1,16.53,1.033348485,742.0,1000,1.0,5.779426014,0.5,0.5,177.8,0,7.2,0
308,7.81,1.88,7,1,0,0,0,0.7,8.589306268,3.7,53.95465995,0.0,1.02,638.0,900,2.0,3.0,1.0,0.32,177.8,0,8.8,0
219,9.35,1.65,10,0,0,0,0,0.1,0.61,4.0,68.85245902,14.75409836,3.11,1402.4,1000,1.0,8.863592753,0.5,1.0,177.8,1,7.2,0
236,0.0,0.0,0,0,0,0,0,0.0,4.998423688,0.0,25.17482517,48.85114885,1.110756859,688.0,975,0.75,5.021653435,0.1,0.4,177.8,0,7.5,0
668,7.61,1.91,8,0,1,0,0,0.5,2.82,3.0,18.70089052,53.61445783,1.115415125,458.0,1000,2.0,5.0,0.5,1.0,177.8,1,7.2,1
56,7.61,1.91,8,0,0,0,1,1.79,7.03542074,4.2,53.0,42.6,1.23,842.3380922,800,2.0,10.0,0.5,1.0,177.8,1,7.2,1
340,7.25,2.02,10,0,0,1,0,1.52,5.31897192,3.8,31.58645034,7.446880728,1.05,337.01,900,1.0,5.0,0.5,0.4,177.8,1,7.2,1
147,7.61,1.91,8,1,0,0,0,38.0,16.4,0.64,74.97385849,25.02614151,1.02,150.1,550,2.0,5.0,0.5,1.0,127.0,1,7.2,1
519,0.0,0.0,0,1,0,0,0,0.0,2.962409759,0.0,45.90626765,0.0,0.94,767.497302,1100,1.0,7.559285436,0.1,0.6,127.0,1,6.8,1
208,7.83,1.83,6,0,1,0,0,0.730148612,3.641154155,8.0,35.0,6.0,1.142748564,721.3,950,0.333,10.0,0.1,1.0,127.0,0,6.8,0
573,7.83,1.83,6,0,0,0,1,1.8,4.191095283,5.1,61.03896104,29.09090909,0.95,1358.5,400,2.0,3.0,0.1,1.0,177.8,1,7.0,1
77,7.4,1.55,5,0,1,0,0,0.44,8.2,4.0,38.0,43.9,1.7,938.0,900,2.0,2.0,0.1,0.76,177.8,0,6.8,0
574,7.83,1.83,6,0,0,0,1,1.8,4.490812831,5.1,61.65048544,30.33980583,0.85,1342.3,400,2.0,3.0,0.1,1.0,177.8,1,7.0,0
328,7.69,1.9,10,1,0,0,0,2.26,13.48351981,3.3,62.29,15.31,1.31,1031.3,900,3.0,5.0,0.1,1.5,127.0,1,6.8,0
569,0.0,0.0,0,0,0,0,1,0.0,2.724888838,0.0,34.72803347,44.76987448,0.95,1358.5,400,3.0,3.0,0.1,1.0,177.8,1,7.0,1
102,0.0,0.0,0,0,0,1,0,0.0,9.8,0.0,52.67549669,29.85430464,0.799838543,271.0,600,1.0,8.75516672,0.5,0.167,177.8,1,7.2,1
57,7.61,1.91,8,0,0,0,1,1.57,7.578526301,3.7,78.1,16.9,1.09,502.4206011,800,2.0,10.0,0.5,1.0,177.8,1,7.2,0
212,7.61,1.91,8,0,0,1,0,4.04,5.727205076,4.0,48.90811356,16.67226608,1.025313305,598.6377937,1000,2.0,5.0,0.5,0.8,177.8,1,7.2,1
538,7.61,1.91,8,0,0,0,0,14.18,4.72,7.1,42.27991411,38.3954714,0.93,500.8,1000,1.0,9.91605894,0.1,0.833,177.8,1,6.8,2
477,0.0,0.0,0,0,0,0,1,0.0,13.8,0.0,52.0,0.0,1.2,160.0,900,1.0,2.221962136,0.1,0.8,127.0,1,6.8,0
646,7.61,1.91,8,0,0,1,0,2.0,9.277295795,4.0,88.45875543,5.76803804,1.010110555,321.0653725,500,1.33,60.0,0.5,1.0,177.8,1,7.3,0
396,7.83,1.83,6,0,0,0,1,0.26,3.209259081,5.0,8.0,18.18181818,1.25,897.0,1000,2.0,5.0,0.1,1.0,177.8,1,6.8,0
490,0.0,0.0,0,0,0,0,1,0.0,9.046223958,0.0,23.42158859,18.73727088,1.05,497.7209627,900,2.0,5.0,0.1,0.4,177.8,0,6.8,0
514,7.61,1.91,8,0,0,0,0,1.0,0.25,4.0,35.93206,10.67799,1.754061917,947.8462306,850,2.0,7.011123953,0.1,1.414,177.8,0,6.8,1
651,0.0,0.0,0,0,1,0,0,0.0,4.09,0.0,29.0,28.0,0.96,368.0,1000,2.0,2.0,0.5,1.0,127.0,1,7.3,1
515,7.61,1.91,8,0,0,0,0,1.0,0.54,4.0,40.1734,7.66749,1.644115078,926.6043544,900,2.0,6.913061896,0.1,1.414,177.8,0,6.8,1
333,7.61,1.91,8,1,0,0,0,13.18585375,10.65163902,4.0,58.69083197,0.0,1.020776112,601.1285316,450,2.0,5.0,0.5,1.0,127.0,1,7.2,1
625,7.81,1.88,7,0,0,0,0,1.6,7.785499333,4.0,51.32496513,15.34170153,1.06,626.0,800,3.0,3.0,0.1,0.2,177.8,1,6.8,1
100,7.61,1.91,8,1,0,0,0,1.89,7.034796702,3.7,45.01686879,39.81034011,1.04919271,113.0,1000,2.0,5.0,0.5,0.8,177.8,1,7.2,1
654,7.61,1.91,8,0,1,0,0,1.03,2.91,4.0,41.0,24.0,0.87,91.0,100,2.0,2.0,0.5,1.0,127.0,1,7.3,1
605,7.61,1.91,8,0,1,0,0,0.199,2.81,3.5,25.5,2.83,1.019782918,57.0,1000,1.0,5.0,0.5,0.3,177.8,1,7.2,1
585,0.0,0.0,0,1,0,0,0,0.0,2.17,0.0,30.59639,20.66434,1.237721561,993.7527585,900,5.0,4.267036846,0.5,0.6,177.8,1,7.65,0
390,7.69,1.9,10,1,0,0,0,1.4,6.394900491,4.0,46.83293657,36.57863706,0.983265349,653.9103078,1050,1.0,5.0,0.1,2.0,177.8,1,6.8,0
521,0.0,0.0,0,0,1,0,0,0.0,2.777734888,0.0,28.64251,29.0627,1.010342001,669.1585008,900,2.0,5.0,0.5,0.48541599,177.8,1,6.8,0
10,7.81,1.88,7,0,0,0,0,3.82,8.900250026,5.0,40.73171633,18.40244602,1.155020745,529.4640969,400,2.0,2.0,0.2,0.3,177.8,1,7.0,1
235,9.35,1.65,10,0,0,0,0,0.42,5.126426228,4.0,38.23823824,30.43043043,1.0354602,690.0,975,0.75,5.974074009,0.1,0.4,177.8,0,7.5,1
246,7.61,1.91,8,0,0,0,0,1.99,5.2,3.5,58.22647272,28.95245106,1.707643396,1564.0,650,2.0,10.0,0.5,2.0,177.8,1,7.2,1
358,7.61,1.91,8,0,0,1,0,1.98,3.263535795,4.0,30.29908973,10.64319296,2.41,1066.0,900,2.0,5.0,0.5,0.4,177.8,1,7.3,1
639,7.61,1.91,8,0,0,0,1,2.62,6.72,4.0,42.68,35.41,1.492415018,1535.0,900,2.0,5.0,0.5,1.06507923,177.8,1,7.2,1
351,0.0,0.0,0,0,0,0,0,0.0,6.0,0.0,65.0,20.0,1.230061074,514.2401159,200,10.0,2.893886159,1.0,0.316884864,177.8,1,13.8,0
87,9.35,1.65,10,0,0,0,0,2.560062091,9.614884273,4.18397,49.18032787,45.89968524,0.95,495.264182,700,1.0,7.31515653,0.5,2.0,177.8,1,7.2,0
640,7.61,1.91,8,0,0,0,1,2.63,4.67,4.0,48.72,34.7,1.063060347,103.0,900,2.0,5.0,0.5,0.701392981,177.8,1,7.2,0
666,8.95,1.69,10,0,0,0,0,6.7,11.03143536,4.0,57.3,5.1,0.98,510.5,850,1.0,1.0,0.5,1.5,177.8,1,7.2,1
586,0.0,0.0,0,1,0,0,0,0.0,2.07,0.0,25.5336,23.72945,1.16,960.9972491,1000,5.0,4.609766868,0.5,0.6,177.8,1,7.65,0
193,7.83,1.83,6,0,0,0,0,1.05,6.525016676,4.0,37.97622264,37.66549581,1.009072311,634.0,900,1.0,30.0,0.1,0.75,177.8,0,6.8,0
456,0.0,0.0,0,0,0,1,0,0.0,3.9,0.0,16.54620315,9.869425612,0.72,737.1886996,950,1.621032894,7.998993737,0.1,0.5,50.0,1,6.8,2
227,6.74,1.66,5,0,0,0,1,2.22,12.51,4.0,48.76099121,0.0,1.157340995,313.9293573,900,1.0,3.0,0.1,0.3,127.0,1,6.8,1
93,7.83,1.83,6,1,0,0,0,3.721434048,4.886824379,4.4,43.80952381,17.07833765,0.91,1032.99823,900,1.0,10.0,0.1,0.4,127.0,1,6.8,0
150,7.61,1.91,8,1,0,0,0,5.2,19.92,4.0,68.16499207,31.83500793,0.972337263,144.8,550,2.0,5.0,0.5,1.0,127.0,1,7.2,1
9,7.61,1.91,8,0,0,0,0,3.32,5.670090774,5.0,48.50708628,21.58439382,1.090291443,612.8703852,25,24.0,2.0,0.2,0.3,177.8,1,7.0,1
140,7.83,1.83,6,0,0,0,1,3.28,7.509832905,4.0,40.0455298,49.57057119,0.98,331.2623194,900,1.0,3.0,0.5,0.1,177.8,1,7.2,0
53,7.81,1.88,7,0,0,0,0,0.35,3.773592546,4.0,20.39,19.1,1.062521486,559.0,1000,1.0,5.080985566,0.5,0.5,177.8,0,7.2,1
172,7.61,1.91,8,0,0,0,0,3.769866261,9.215065035,4.0,48.32413249,28.3714511,1.07430794,304.0,900,2.0,3.0,0.5,0.1,177.8,0,7.3,2
366,7.83,1.83,6,0,1,0,0,1.82,4.606459434,5.0,28.0,11.0,1.22,1353.0,900,3.0,4.305834803,1.0,1.0,127.0,1,8.8,0
320,7.61,1.91,8,1,0,0,0,4.211922203,8.64170245,3.9,55.22198194,24.28444218,1.067551483,789.0,900,2.0,5.0,0.5,1.0,177.8,1,7.2,1
398,7.83,1.83,6,1,0,0,0,1.93,4.88,4.0,49.59016393,39.75409836,0.99,1235.0,1000,1.0,2.0,0.5,0.1,127.0,1,7.2,0
489,7.83,1.83,6,0,0,0,0,0.3,4.03,4.0,39.6,8.0,1.16,732.7,900,2.0,5.0,0.1,0.57,50.8,0,6.8,0
191,7.61,1.91,8,1,0,0,0,2.07,7.29,2.7,53.6351166,29.76680384,1.109732707,923.0,1000,4.0,3.0,1.0,0.226,127.0,1,8.8,1
269,9.35,1.65,10,1,0,0,0,4.0,9.51,4.0,46.64767966,20.44955542,1.127249137,858.9,950,2.0,5.0,0.1,0.6,177.8,0,6.8,0
156,7.81,1.88,7,1,0,0,0,2.2,5.592864748,4.0,56.47655573,0.0,1.130457013,907.646741,1000,3.0,5.0,0.5,0.4,177.8,1,7.2,0
19,7.61,1.91,8,0,0,0,0,0.26,6.86,4.0,28.8,16.5,1.01,878.0,800,5.0,2.0,0.5,0.255,177.8,0,7.2,1
661,7.37,1.96,10,1,0,0,0,1.8,5.337353956,4.3,26.31,8.65,1.05079626,581.3,950,2.0,4.93563137,0.1,1.0,177.8,1,6.8,1
230,7.4,1.55,5,0,0,0,0,0.74,5.552526384,4.0,40.8,28.7,1.002118741,542.0,975,0.75,5.313578716,0.1,0.4,177.8,0,7.5,1
331,0.0,0.0,0,1,0,0,0,0.0,4.509597686,0.0,31.59,16.87,1.18,1489.4,1100,3.0,5.0,0.1,1.5,127.0,1,6.8,1
611,7.81,1.88,7,0,0,0,1,3.69,12.47168957,3.8,40.82882883,33.94594595,1.048932249,665.9105978,700,2.0,5.0,0.5,1.0,177.8,1,7.3,0
4,7.61,1.91,8,1,0,0,0,1.75,4.94,4.0,46.79,16.83,0.92,451.0,800,2.0,5.333,0.5,0.3,127.0,1,7.2,1
362,7.83,1.83,6,0,1,0,0,1.82,4.606459434,5.0,28.0,11.0,1.22,1353.0,900,3.0,3.949757669,0.1,0.2,127.0,1,6.8,0
137,7.61,1.91,8,0,0,0,1,3.28,7.673110024,4.0,54.35094773,31.66283745,0.98,261.0,900,1.0,3.0,1.0,0.1,177.8,1,8.8,1
536,7.61,1.91,8,0,0,0,0,4.26,3.49,3.4,33.12115891,44.35908692,0.97,912.8,1000,1.0,7.628880694,0.1,0.833,177.8,1,6.8,2
297,7.37,1.96,10,0,1,0,0,16.24969381,2.370282849,4.0,24.8,0.0,1.3,763.4571952,1000,2.0,3.0,0.1,0.325,177.8,1,6.8,0
547,7.83,1.83,6,0,0,0,0,1.64,7.59719352,4.0,38.57,20.97,1.022,483.9650926,800,2.0,5.0,0.5,1.0,177.8,1,7.2,0
183,7.61,1.91,8,0,0,0,0,0.52,6.575740364,3.9,40.25185773,16.42180498,1.27,477.7384348,800,1.0,2.3,0.5,0.626819737,177.8,1,7.2,1
436,0.0,0.0,0,0,0,0,0,0.0,7.554161916,0.0,44.4,29.8,0.89,655.0,900,2.0,5.0,0.1,1.0,177.8,0,6.8,0
430,0.0,0.0,0,1,0,0,0,0.0,6.608,0.0,38.67897437,31.14854384,1.01,650.0,900,3.0,4.364918119,0.5,1.0,177.8,1,7.3,0
